label,label_noisy,city,ground_elevation_m,pressure_hpa,pressure_delta_hpa,pressure_variance,altitude_change_m,pressure_relative_to_surface_hpa,mag_variance_total,magnetic_field_mean,magnetic_field_delta,gnss_accuracy_m,gps_accuracy_delta,gps_lost_ratio,time_of_day,weather_condition
underground,False,LIS,89.6,1003.868,-0.1388,0.089468,-5.909,1.2427499946821854,0.582607,105.3783,-11.0955,144.19,12.44,0.972,night,overcast
street_level,False,LIS,13.6,1012.452,-0.0258,0.002092,1.118,0.8219037314353272,0.024916,43.9492,3.4987,20.71,3.9,0.02,morning,clear
underground,False,OPO,65.1,1008.583,,0.164796,-2.078,3.063661267517773,0.260321,105.8228,-16.876,179.06,43.57,0.9,morning,rain
street_level,False,LIS,77.4,1001.505,-0.1579,0.028426,1.758,-2.5603453618273306,0.052023,51.9209,-3.4419,2.4,0.48,0.024,afternoon,clear
above,True,LIS,113.5,1000.489,-0.0606,0.01076,-0.288,0.6789366099474137,0.039832,46.1675,-0.9385,7.05,1.13,0.045,evening,clear
underground,False,OPO,91.3,1001.559,0.0567,0.031024,-0.912,-0.8657450064850991,0.230008,65.7803,9.5198,68.21,57.42,0.888,morning,clear
street_level,False,OPO,21.2,1009.541,-0.0103,0.004426,3.943,-1.1849841987057061,0.014558,36.5176,-8.6451,9.17,3.77,0.0,morning,clear
underground,False,LIS,23.6,1011.192,-0.2219,0.076004,-6.148,0.7513569703013445,0.227109,59.9789,10.549,50.98,13.27,0.814,evening,rain
underground,False,LIS,29.1,1012.506,0.1961,0.071197,-4.399,2.7189600214113625,0.185417,105.4697,-16.0879,170.85,17.28,0.84,afternoon,clear
street_level,False,OPO,5.9,1012.652,-0.023,0.02051,1.416,0.10507067077423926,0.067204,29.582,3.3457,8.17,2.35,0.0,morning,rain
street_level,False,OPO,34.4,1008.277,0.3866,0.012664,-0.279,-0.8806043157605927,0.00134,27.9962,-3.5861,6.93,3.73,0.015,evening,clear
underground,False,LIS,17.5,1012.935,-0.2783,0.029195,-5.526,1.7689569552544526,0.445073,79.345,-4.6815,81.95,60.04,0.828,morning,clear
street_level,False,LIS,107.3,998.004,-0.1137,0.000237,-1.023,-2.5356026476738407,0.08894,42.8074,2.1305,8.78,2.17,0.024,evening,rain
above,False,LIS,68.4,1005.305,-0.2102,0.06706,1.97,0.1759635942598834,0.152507,40.9823,1.8162,19.07,9.77,0.074,afternoon,clear
street_level,False,OPO,34.1,1009.25,0.0309,0.005762,1.158,0.056777728479801226,0.074171,43.2387,-1.2711,2.61,3.41,0.001,evening,clear
street_level,False,LIS,69.5,1002.71,0.1001,0.026061,-1.148,-2.2889692996700433,0.021013,38.2225,3.0785,12.1,2.2,0.037,evening,rain
street_level,False,OPO,116.5,999.752,-0.1621,0.015997,3.745,0.29474848538586684,0.006069,43.3841,3.9944,15.5,5.05,0.1,afternoon,overcast
street_level,False,LIS,96.7,1002.769,0.2349,0.010167,2.013,0.9808872916123619,0.050024,56.2084,-0.4841,15.69,7.95,0.144,evening,overcast
street_level,False,LIS,28.7,1010.74,-0.0256,0.036585,-0.523,0.9054395131738602,0.049282,59.735,0.9222,9.07,2.0,0.027,evening,clear
underground,False,LIS,118.9,999.205,-0.108,0.114123,-2.577,0.029908343723718644,0.546988,111.5087,-3.5615,95.86,73.13,0.998,evening,rain
above,False,LIS,48.1,1004.862,0.0614,0.043938,8.773,-2.6703897899876665,0.128308,61.581,11.8604,45.54,15.65,0.529,morning,clear
above,False,LIS,19.3,1005.375,0.0427,0.0771,7.24,-5.576936435953485,0.080519,55.239,1.3574,14.76,9.72,0.267,night,clear
street_level,False,LIS,13.7,1013.736,-0.2511,0.050928,0.598,2.1178051919710015,0.025767,57.4524,-0.6393,19.54,7.52,0.151,evening,rain
underground,False,LIS,27.4,1010.136,-0.1411,0.098261,-1.473,0.14698241632834197,0.455538,67.8895,-17.0108,48.8,56.15,0.851,morning,overcast
underground,False,LIS,0.6,1013.086,-0.1764,0.078587,-7.726,-0.0924789948887792,0.461363,73.5615,-12.9654,35.0,31.26,0.856,morning,rain
street_level,False,LIS,12.7,1012.094,0.0253,0.008102,-0.373,0.3567842856069774,0.013816,45.5947,-1.8292,4.76,0.66,0.006,morning,clear
street_level,False,LIS,56.4,1006.787,0.2078,0.009935,-2.731,0.23795577319185668,0.02104,49.4332,1.8601,5.18,3.85,0.028,morning,overcast
street_level,False,LIS,112.5,1001.941,0.1813,0.018825,2.453,2.0133049772352933,0.000795,31.5818,-3.6822,7.44,2.35,0.008,evening,clear
street_level,False,LIS,23.2,1010.968,-0.0139,0.001925,-0.72,0.4798057035494594,0.052951,43.7165,2.9553,4.88,0.78,0.035,morning,clear
street_level,False,OPO,145.7,995.217,0.0319,0.034195,0.021,-0.8127125706009792,0.018836,66.2248,2.1837,25.69,9.7,0.143,evening,clear
above,False,OPO,104.5,1001.099,0.1232,0.053665,1.163,0.22975354486663946,0.164367,40.1052,-4.3258,58.86,21.9,0.576,evening,clear
above,False,LIS,109.3,998.927,-0.025,0.063662,2.16,-1.3772092591237879,0.201203,39.8177,4.0607,14.05,11.01,0.053,morning,rain
above,False,OPO,148.4,996.606,0.0091,0.043812,1.547,0.8926230938914159,0.159243,66.1802,-0.5878,36.3,10.52,0.342,morning,overcast
street_level,False,LIS,27.0,1010.044,0.2571,0.031062,-0.298,0.007452403038655575,0.05607,66.0081,3.9678,4.3,0.65,0.01,evening,clear
underground,False,LIS,88.2,1004.396,-0.0761,0.090511,-2.035,1.6055981178410548,0.398368,96.2184,3.0839,95.27,80.1,0.934,afternoon,overcast
above,False,LIS,89.7,1000.388,0.0446,0.055344,1.848,-2.22545448352696,0.08583,59.5602,1.7146,17.18,13.0,0.13,afternoon,clear
street_level,False,LIS,21.5,1010.367,0.0867,0.003676,-3.26,-0.3233121464211308,0.008239,49.543,-1.6895,8.15,2.02,0.005,evening,overcast
street_level,False,OPO,156.9,994.278,0.2561,0.001947,0.026,-0.4401612199801548,0.056631,44.1872,-2.3741,23.98,8.81,0.092,morning,clear
underground,False,OPO,28.4,1009.769,-0.193,0.131896,-1.638,-0.10120233557813663,0.556625,73.5451,5.8964,91.14,43.99,0.921,afternoon,clear
above,False,OPO,33.5,1007.364,0.0923,0.03797,7.706,-1.900461954463367,0.157078,65.8745,-2.1997,58.29,,0.346,morning,rain
underground,True,OPO,37.6,1009.207,-0.1387,0.035139,0.424,0.42924233612575335,0.027787,62.1839,-3.4518,14.66,3.84,0.16,evening,overcast
above,True,OPO,42.0,1011.273,-0.0722,0.023505,-4.163,3.0172980434288093,0.243237,72.1757,-7.5352,186.63,,0.983,morning,clear
street_level,False,LIS,22.8,1010.94,-0.0665,0.007693,-1.01,0.40425219903841025,0.036881,67.6274,0.6717,2.73,2.52,0.0,afternoon,clear
street_level,False,LIS,25.7,1011.559,0.0725,0.007217,0.482,1.367964411684511,0.080463,59.1022,7.9121,8.94,9.47,0.068,night,rain
underground,False,OPO,117.9,1001.319,-0.2741,0.076037,-1.112,2.0263514179628146,0.516818,111.3114,-14.7481,191.64,56.76,0.891,evening,clear
street_level,False,LIS,12.3,1012.053,-0.001,0.043986,-1.143,0.26817200223422333,0.052061,34.26,1.6019,,13.04,0.12,afternoon,overcast
underground,False,LIS,82.5,1005.902,0.0628,0.027121,-7.533,2.4389131497686094,0.282244,100.0387,-0.437,59.66,71.06,0.815,morning,clear
street_level,False,LIS,0.1,1014.497,0.206,0.009454,-0.179,1.2589205181144507,0.068283,38.3775,-4.1593,7.98,3.71,0.029,afternoon,clear
underground,False,LIS,34.8,1010.165,-0.1214,0.091182,-1.319,1.0548843364653067,0.258116,107.2147,-12.8899,91.76,55.66,0.895,morning,overcast
street_level,False,OPO,67.9,1006.633,-0.1016,0.015803,0.653,1.4448366178127117,0.073465,79.1771,-2.1403,8.86,1.91,0.013,night,overcast
street_level,False,OPO,86.3,1003.588,-0.243,0.017427,1.71,0.5734199149076176,0.078978,43.4745,3.4863,13.67,12.27,0.03,night,clear
street_level,False,OPO,102.7,1001.754,-0.0366,0.043808,0.236,0.6727823200444618,0.037647,62.3955,1.8673,4.45,2.52,0.0,evening,rain
above,False,OPO,18.8,1009.673,0.1206,0.034255,1.549,-1.3384059460064464,0.045637,44.6183,-3.1296,24.98,21.99,0.343,morning,clear
above,False,OPO,38.4,1007.882,0.1459,0.075938,2.55,-0.8008183427206177,0.078632,60.9719,2.5634,38.54,16.1,0.382,night,clear
above,False,LIS,63.0,1002.296,,0.088621,4.135,-3.4717918473487543,0.167367,41.5879,-10.5796,11.11,13.9,0.135,afternoon,rain
above,False,LIS,43.7,1007.328,-0.1974,0.0646,4.051,-0.7260709799496681,0.119337,40.7476,-3.5253,14.57,17.03,0.153,night,rain
street_level,False,LIS,100.9,1000.481,0.0789,0.037659,1.146,-0.8122337975549954,0.081108,49.5867,1.6842,5.75,2.6,0.029,evening,rain
street_level,False,OPO,84.4,1004.087,0.0067,0.030597,0.535,0.8481915959512207,0.023523,37.1855,-1.4133,4.26,2.78,0.002,morning,clear
street_level,False,OPO,25.9,1009.108,0.2354,0.027155,1.113,-1.0592666671136612,0.035989,83.9176,-3.8121,3.72,1.86,0.044,morning,clear
above,False,LIS,65.8,1004.476,0.1216,0.064094,1.312,-0.9605346671536381,0.034842,60.2982,4.4305,20.13,4.11,0.242,morning,clear
underground,False,OPO,0.0,1014.598,-0.239,0.054464,-1.118,1.3479999999999563,0.634072,74.0935,5.6111,100.66,42.7,0.975,afternoon,rain
street_level,False,LIS,21.3,1008.366,0.2248,0.024028,0.112,-2.348093374720179,0.035319,49.6791,2.1965,23.62,8.85,0.074,morning,rain
above,False,OPO,133.0,997.743,-0.1882,0.037621,0.888,0.2239895427828742,0.066985,57.9497,-2.6285,25.33,14.26,0.314,morning,clear
underground,True,OPO,39.1,1008.49,0.05,0.031937,-0.424,-0.1097537662689092,0.146691,38.1235,-2.3824,9.82,3.57,0.026,night,overcast
street_level,False,OPO,121.1,999.468,-0.0309,0.031537,0.667,0.5514849031541189,0.060892,71.0667,-0.3023,2.33,3.43,0.012,evening,clear
street_level,False,LIS,55.3,1004.674,0.0153,0.038884,-0.213,-2.005311943790275,0.01288,53.6228,3.1698,4.3,1.89,0.003,afternoon,clear
street_level,False,LIS,34.7,1007.33,-0.1678,0.02794,-0.267,-1.791987617083123,0.063196,30.1003,-6.7181,25.15,4.62,0.095,morning,clear
street_level,False,LIS,4.9,1012.179,0.0101,0.051409,0.684,-0.4870595049021631,0.056044,46.3056,2.6869,5.37,0.51,0.039,night,overcast
underground,False,OPO,35.4,1009.081,-0.1922,0.069703,-4.922,0.04211312476070361,1.061336,151.0875,-3.5501,89.78,62.07,0.943,evening,clear
underground,False,LIS,88.5,1002.352,-0.2419,0.069578,-1.167,-0.4030099043075097,0.606216,69.28,6.8983,156.37,48.51,0.955,night,clear
underground,False,OPO,136.9,996.33,-0.2362,0.119941,-2.323,-0.7314302464948241,0.309295,113.2294,17.1749,123.47,60.34,0.801,afternoon,clear
street_level,False,LIS,78.3,1004.126,-0.2521,0.010897,-2.055,0.1669618113201068,0.016738,31.2451,0.4684,16.73,12.29,0.151,evening,overcast
underground,False,LIS,41.0,1009.261,-0.1946,0.116302,-2.158,0.8866727477299037,0.347615,111.147,3.3926,165.85,35.76,0.835,morning,clear
street_level,False,LIS,44.8,1006.722,-0.0273,0.033318,-0.877,-1.2016253644858352,0.065697,46.018,-0.3945,4.75,1.69,0.009,evening,clear
street_level,False,LIS,97.7,1002.231,0.048,0.029843,-0.272,0.5607377841190555,0.05481,61.1553,-0.5056,4.51,4.68,0.041,morning,clear
street_level,False,LIS,31.8,1009.914,0.0161,0.011932,-1.456,0.44766496651072885,0.028774,69.2495,-0.3924,7.92,1.59,0.023,night,overcast
street_level,False,OPO,27.2,1010.487,-0.1486,0.003469,-0.31,0.4742176892718817,0.033646,61.547,3.2553,6.45,1.63,0.027,afternoon,clear
underground,False,LIS,15.9,1012.6,-0.2478,0.098203,-3.211,1.243601902532646,0.283519,99.751,-2.3927,78.46,31.59,0.872,night,rain
street_level,False,LIS,59.7,1007.06,-0.177,0.042305,0.675,0.9016577903572625,0.07478,44.6082,-9.4015,6.06,3.81,0.051,afternoon,overcast
above,False,LIS,4.3,1010.192,0.0796,0.034572,0.369,-2.5455443379491953,0.026972,68.0652,-4.5958,25.88,11.17,0.419,evening,clear
underground,False,LIS,108.5,1001.037,-0.1562,0.083495,-1.897,0.6386400318057213,0.262219,125.7372,17.4846,110.14,25.79,0.802,afternoon,overcast
underground,False,LIS,78.9,1002.313,-0.2833,0.083726,-4.951,-1.575172993020601,0.142473,124.4568,8.4771,22.44,33.13,0.94,afternoon,clear
street_level,False,LIS,7.6,1014.064,-0.0844,0.043724,-0.692,1.7195598070514961,0.020758,47.2565,0.5587,6.75,1.46,0.034,evening,clear
street_level,False,OPO,33.4,1009.779,-0.0014,0.035847,2.978,0.5026642761386029,0.001695,44.1942,-5.0569,7.09,1.95,0.012,night,rain
street_level,False,OPO,32.7,1008.638,-0.0047,0.005453,-1.072,-0.721456021121412,0.029331,54.7171,1.0215,9.82,2.17,0.008,morning,overcast
street_level,False,OPO,79.8,1005.187,0.113,0.000337,-1.192,1.4051154216928126,0.084622,35.7341,-0.7213,24.1,4.15,0.016,evening,rain
underground,False,LIS,74.3,1005.624,-0.2808,0.072706,-3.929,1.1923993167770277,0.480504,71.2944,-18.8495,,,0.888,evening,overcast
underground,False,LIS,82.1,1005.243,-0.1968,0.081089,-6.392,1.7326902463277065,0.240404,69.6376,9.3761,122.13,9.35,0.931,afternoon,overcast
street_level,False,OPO,144.0,995.847,-0.1506,0.001753,-2.855,-0.38193843503734115,0.046629,55.3577,6.0161,8.19,1.08,0.038,afternoon,rain
street_level,False,LIS,43.6,1008.366,-0.0086,0.002186,-0.11,0.3000694906299941,0.066923,36.5236,-2.407,10.9,2.25,0.017,morning,overcast
street_level,False,OPO,23.8,1011.26,0.2184,0.032827,1.384,0.843131764550435,0.048444,35.0691,-4.4333,2.06,2.36,0.032,afternoon,clear
underground,False,OPO,1.6,1014.573,-0.2154,0.163125,-5.33,1.5137114618875103,0.483655,84.8749,11.4758,144.16,30.54,0.984,afternoon,clear
street_level,False,LIS,17.3,1010.339,0.2054,0.029091,-3.07,-0.8508354668445008,0.073461,52.0579,2.6038,21.92,11.78,0.024,afternoon,clear
street_level,False,LIS,11.8,1013.629,,0.014261,-0.544,1.7846534971191659,0.045239,53.5522,3.618,4.69,0.51,0.028,evening,clear
above,False,OPO,114.0,997.752,0.1563,0.06539,8.256,-1.9992527631238772,0.053644,47.7214,1.701,,9.08,0.288,morning,clear
underground,False,LIS,4.5,1012.997,-0.1451,0.049427,-1.17,0.28328450040055486,0.294357,121.145,-14.5594,126.6,21.3,0.987,morning,clear
above,False,OPO,46.0,1005.466,0.1117,0.04489,2.433,-2.3153403083216517,0.08422,,-1.0057,18.34,4.36,0.065,morning,rain
underground,False,LIS,13.4,1013.84,-0.0723,0.05682,-4.0,2.1861003903085248,0.243358,81.1973,-7.723,201.84,15.46,0.88,night,overcast
underground,False,LIS,3.5,1016.328,-0.166,0.093918,-2.149,3.4951347016675527,0.432137,74.0211,2.8463,57.17,18.63,0.803,night,clear
street_level,False,LIS,13.3,1009.483,-0.2366,0.027155,-1.566,-2.182801490286124,0.085586,42.1399,-0.0569,9.1,2.77,0.022,evening,rain
underground,False,LIS,112.4,1000.537,-0.2779,0.052266,-1.158,0.5975410528003522,0.730915,102.6984,-15.1892,33.62,79.2,0.9,afternoon,rain
street_level,False,LIS,41.8,1006.122,-0.1747,0.017406,2.572,-2.157425899250711,0.136641,58.5078,-1.3387,,15.2,0.088,night,clear
street_level,False,LIS,8.6,1014.596,-0.1378,0.012345,-1.826,2.370652147387432,0.055787,38.1976,-4.4293,16.75,8.47,0.127,evening,overcast
street_level,False,LIS,23.4,1009.8,0.1491,0.015245,-0.98,-0.6644183833611805,0.053592,63.3728,-3.907,17.91,4.97,0.096,night,overcast
street_level,False,OPO,147.8,997.163,0.3573,0.049693,1.438,1.379334963028441,0.01035,37.4525,-1.5595,13.68,5.06,0.079,afternoon,clear
underground,False,OPO,158.1,995.21,-0.1188,0.021928,-6.441,0.6322596669550649,0.481017,80.362,17.6857,157.24,17.08,0.885,night,clear
street_level,False,OPO,19.9,1011.552,-0.0476,0.011972,-0.51,0.6714223586312755,0.008763,41.875,-0.5966,22.04,12.58,0.0,evening,overcast
street_level,False,OPO,7.9,1013.626,0.2186,0.025976,2.142,1.317288980304511,0.083454,50.4181,2.599,9.68,0.17,0.01,evening,rain
street_level,False,OPO,115.5,999.663,0.1673,0.023728,1.351,0.08815836239489272,0.035943,68.0706,3.7082,6.15,3.47,0.026,night,overcast
street_level,False,OPO,27.7,1008.931,-0.2186,0.032632,-1.377,-1.0223715415141896,0.03067,36.0706,-3.886,5.66,4.15,0.021,morning,rain
street_level,False,LIS,49.2,1007.358,0.1137,0.02254,0.22,-0.044011681839151606,0.020311,38.5851,-0.7452,23.76,8.62,0.055,afternoon,overcast
street_level,False,LIS,90.0,1000.278,-0.3964,0.000167,-0.806,-2.3000687507676503,0.066814,57.7372,-0.0058,22.31,4.73,0.13,morning,overcast
street_level,False,OPO,27.1,1011.282,-0.0806,0.016362,-1.496,1.257335116053241,0.020605,45.3595,-2.0546,20.34,14.0,0.1,evening,overcast
street_level,False,LIS,115.7,998.783,0.3203,0.035818,0.487,-0.7683225062633028,0.08279,39.3474,2.3556,9.27,1.41,0.015,morning,rain
street_level,False,OPO,1.4,1011.699,-0.2211,0.014429,-0.128,-1.3841255076883954,0.043732,54.8654,1.7307,5.39,0.38,0.049,afternoon,clear
street_level,False,LIS,35.7,1009.439,-0.1284,0.007996,-2.102,0.43572563348482163,0.016085,50.3967,0.065,26.3,4.41,0.125,morning,clear
street_level,False,OPO,39.0,1006.809,0.0581,0.018798,2.228,-1.8026197155245427,0.05922,52.2782,-3.6451,12.43,14.36,0.123,afternoon,clear
street_level,False,LIS,50.5,1005.695,-0.0086,0.010148,0.71,-1.552950214464886,0.014468,35.6423,2.1931,2.87,2.98,0.002,morning,clear
street_level,False,OPO,3.7,1012.276,0.125,0.007005,-1.257,-0.5330342171628217,0.030876,36.0554,-1.7715,4.88,3.03,0.0,evening,overcast
underground,False,LIS,119.0,999.435,-0.0314,0.108202,-0.312,0.27166327565510073,0.264898,75.3947,22.2025,74.54,22.77,0.928,afternoon,clear
street_level,False,LIS,43.8,1008.579,0.1247,0.037664,0.445,0.5367884099476896,0.011532,41.4655,1.6757,5.6,1.37,0.0,morning,clear
underground,False,OPO,76.8,1008.115,-0.2678,0.034379,-9.128,3.9787769357870957,0.493676,62.5038,7.1832,193.83,41.06,0.808,afternoon,clear
above,False,OPO,35.0,1005.204,0.0896,0.085455,2.0,-3.882372175443493,0.19562,43.9686,-1.8804,19.67,8.71,0.115,evening,overcast
street_level,False,OPO,32.6,1009.207,0.1866,0.011861,1.424,-0.16433090810323847,0.030021,41.5849,6.0792,11.27,1.95,0.023,evening,clear
underground,False,OPO,12.9,1011.286,-0.1361,0.116462,-1.459,-0.4274104129102625,1.081501,173.4095,-5.609,177.02,70.85,0.805,evening,overcast
street_level,False,OPO,13.5,1009.96,-0.037,0.043165,-1.003,-1.6819978691181632,0.004944,80.5463,-0.3985,1.65,2.62,0.02,evening,rain
above,False,OPO,3.1,1010.852,-0.1209,0.052327,6.533,-2.0285291428986056,0.086213,55.6218,-5.6678,28.8,15.65,0.449,afternoon,overcast
street_level,False,LIS,116.7,999.127,0.2792,0.008076,0.757,-0.30673515006628804,0.038659,32.9996,0.4151,5.93,4.34,0.026,afternoon,clear
street_level,False,OPO,9.7,1011.98,0.1096,0.03068,1.415,-0.11436245977517956,0.038174,52.0845,0.2383,7.85,4.75,0.128,afternoon,clear
underground,False,OPO,63.8,1005.124,-0.2254,0.086792,-3.215,-0.5491358037645568,0.475977,73.6108,8.3569,49.3,76.3,0.973,evening,overcast
above,False,LIS,1.3,1009.512,0.1204,0.041803,8.42,-3.583044202804217,0.199809,67.9372,-3.1652,16.22,12.32,0.47,evening,clear
street_level,False,LIS,17.5,1010.327,0.0078,0.024264,2.735,-0.8390430447454946,0.081864,50.2632,-0.719,2.22,2.93,0.017,evening,clear
street_level,False,OPO,2.1,1014.159,0.1787,0.036388,1.651,1.1593014320792463,0.037023,65.2304,5.1307,5.82,0.91,0.0,afternoon,overcast
street_level,False,OPO,164.4,996.237,0.1673,0.016067,1.884,2.3961441717989374,0.04798,44.5541,6.1408,3.93,3.07,0.002,night,overcast
street_level,False,LIS,16.6,1013.889,-0.1162,0.01765,-0.061,2.6158866470746034,0.02635,31.5593,0.5178,9.56,4.18,0.025,afternoon,rain
street_level,False,LIS,19.7,1008.597,-0.2995,0.019893,0.208,-2.3073633465556895,0.037323,62.9227,-0.535,23.09,14.0,0.014,afternoon,clear
street_level,False,OPO,10.6,1011.467,-0.0074,0.021731,-0.245,-0.5202052004109419,0.038299,39.7735,1.5957,4.39,3.84,0.0,night,clear
street_level,True,LIS,28.0,1011.037,-0.167,0.014742,-2.144,1.1192732425696477,0.754521,123.721,-9.2632,127.02,14.56,0.989,evening,clear
above,False,LIS,17.4,1009.955,-0.21,0.024977,4.343,-1.2229391858172676,0.040427,44.6902,0.1486,17.01,3.36,0.094,night,rain
above,False,LIS,26.2,1007.72,-0.068,0.009733,1.532,-2.4116143339231257,0.101991,53.6191,-3.0804,18.54,9.13,0.161,morning,clear
underground,False,LIS,103.9,999.894,0.26,0.133928,-7.049,-1.045898542574605,0.336631,107.0985,-7.4924,174.15,38.96,0.913,afternoon,clear
underground,False,LIS,27.1,1012.108,-0.2388,0.032174,-5.246,2.0833351160531492,0.410816,81.5581,-1.1314,177.76,62.87,0.865,afternoon,rain
underground,False,OPO,1.1,1014.725,-0.145,0.123403,-1.41,1.606117986300319,0.466976,99.0947,-3.6848,173.72,69.17,0.89,afternoon,clear
underground,False,LIS,78.8,1003.313,-0.0995,0.077427,-1.968,-0.5869835115880733,0.412805,85.1147,-3.0543,161.66,69.3,0.904,evening,rain
underground,False,OPO,16.5,1010.533,-0.3148,0.070125,-0.935,-0.7520107536552132,0.339052,96.9303,1.7167,87.67,19.57,0.871,evening,clear
underground,False,LIS,6.9,1013.756,-0.0144,0.027291,-3.51,1.3281868319601244,0.62259,94.5192,-6.817,197.15,28.81,0.826,morning,clear
street_level,False,OPO,93.2,1001.048,0.2153,0.031311,2.188,-1.1526986343052386,0.035902,41.3367,-2.1283,4.72,1.39,0.028,evening,overcast
street_level,False,OPO,32.8,1009.218,0.4617,0.014487,1.071,-0.12958127384342788,0.106693,41.1758,2.4828,10.52,10.1,0.0,evening,rain
street_level,False,OPO,113.3,1001.745,0.2231,0.000974,-0.987,1.9114113905131944,0.091809,38.3702,-0.3459,7.88,3.11,0.004,morning,overcast
street_level,False,OPO,24.9,1010.124,0.0252,0.001944,1.383,-0.1621168660077501,0.058347,44.8492,1.5147,27.51,10.91,0.073,morning,clear
street_level,False,OPO,62.4,1005.012,0.2988,0.031922,-0.02,-0.8267897266691762,0.024017,33.6312,-4.3487,21.8,4.79,0.096,morning,overcast
street_level,False,OPO,1.2,1011.549,-0.1866,0.002936,-1.536,-1.5579630381408833,0.071846,40.7202,-2.2386,3.3,0.69,0.002,evening,clear
above,False,OPO,127.6,996.088,0.2054,0.070877,3.117,-2.064929758082485,0.043409,52.9811,-8.7988,18.74,27.66,0.639,night,clear
street_level,False,OPO,25.0,1010.125,0.1092,0.01996,-1.487,-0.1492312169015122,0.045794,62.8716,-0.1126,23.9,8.9,0.052,evening,rain
underground,False,LIS,23.2,1011.07,-0.1693,0.112895,-4.831,0.5818057035495485,1.128385,163.0833,-14.5678,38.21,65.46,0.991,morning,overcast
street_level,False,OPO,27.6,1010.881,-0.18,0.038041,-0.64,0.9157465842213242,0.117176,30.6452,-0.9184,24.33,5.82,0.095,night,clear
street_level,False,OPO,38.2,1009.432,0.0154,0.028909,0.557,0.7254476646844523,0.024291,50.9266,-2.452,9.3,1.31,0.003,evening,rain
