label,city,latitude,longitude,gnss_accuracy_mean,gnss_accuracy_delta,gnss_lost_ratio,pressure_hpa,pressure_delta,pressure_variance,altitude_delta,magnetic_field_mean,magnetic_field_delta,magnetic_variance,window_duration_s
underground,Matosinhos,41.17151,-8.6789,33.17996,83.6369,0.17963,1007.42946,-0.57493,0.0,-2.718,55.47206,-46.02774,313.11853,3.0
underground,Vila nova de Gaia,41.12447,-8.60932,17.09422,85.94094,0.38226,1003.43094,-0.62372,0.30221,-5.05113,25.00738,-17.55905,62.70561,78.58573
street_level,Arouca,40.93197,-8.24683,17.84071,3.98688,0.00622,1004.88357,0.06301,0.0,0.98923,29.65204,-1.06409,23.99228,13.59906
underground,Espinho,41.00754,-8.64336,26.34618,45.939,0.0,1006.7508,-0.47848,0.0,-3.18367,47.91564,-63.20784,326.70382,3.0
above,Oeiras,38.71304,-9.22595,62.17942,85.28008,0.0,1001.99206,1.03331,0.18494,9.76064,25.96448,-19.64394,57.39993,3.0
street_level,Matosinhos,41.17373,-8.68515,10.62103,0.0,0.0,1004.95515,0.04614,0.01034,0.18313,48.90771,-0.06643,24.10627,17.65947
street_level,Vila nova de Gaia,41.12657,-8.60761,8.93171,8.6839,0.00298,1003.44537,0.63789,0.0,6.99069,31.71072,1.9479,0.0,78.23531
above,Matosinhos,41.17518,-8.68295,37.29082,92.19082,0.00018,1002.2698,2.02841,0.26293,11.204,42.25311,-5.21417,107.24618,3.0
underground,Espinho,41.01164,-8.63955,22.10576,78.05352,0.04301,1005.57531,-0.29982,0.03583,-4.70845,49.64111,-59.88803,286.8629,9.63497
street_level,Vila nova de Gaia,41.13542,-8.61196,9.68893,3.13729,0.0,1000.07631,-0.40091,0.02007,-3.18588,51.31139,-4.13152,0.0,5.30617
street_level,Espinho,41.00587,-8.64406,13.9077,0.0,0.0,998.85759,0.05863,0.0,0.7977,66.88387,0.32389,0.0,3.0
underground,Matosinhos,41.16854,-8.68861,43.10524,49.2941,0.11523,1004.24721,-0.64706,0.18574,-4.6219,23.60822,15.99423,334.15831,113.15946
street_level,Arouca,40.92931,-8.24804,7.73494,9.9571,0.01591,999.49001,0.02142,0.01122,-3.80112,40.13868,5.57723,0.0,3.0
street_level,Oeiras,38.70192,-9.30217,11.24106,0.80156,0.00704,1000.55239,0.12578,0.0,0.87352,44.10959,-5.40879,18.3373,23.03056
street_level,Matosinhos,41.17477,-8.6894,10.998,5.32382,0.0,999.00587,0.04052,0.0,4.90926,25.83169,0.30379,0.0,3.0
underground,Vila nova de Gaia,41.12793,-8.6077,33.57732,50.96087,0.29326,1005.93186,-0.6799,0.29092,-6.77792,33.35271,-26.79563,41.27742,109.65481
underground,Oeiras,38.6898,-9.31585,30.51096,97.25619,0.11188,1004.1201,-0.63165,0.09379,-5.37702,34.14252,25.15964,73.97142,59.85381
street_level,Porto,41.16439,-8.63698,8.71137,8.62194,0.02344,1010.20092,0.91433,0.0,5.71443,40.54051,-4.73161,8.67597,113.82421
street_level,Oeiras,38.70607,-9.22762,8.35436,3.27574,0.01372,998.03851,-0.14316,0.01454,-2.63393,14.23181,3.38352,24.26363,41.72467
underground,Arouca,40.93119,-8.24537,40.52166,138.26368,0.0,1008.79731,-0.29423,0.02334,-3.94166,48.17528,-51.67114,204.5328,3.0
street_level,Porto,41.15946,-8.66617,15.65648,6.95288,0.01938,1003.0326,0.85442,0.0,6.28838,60.07044,3.70961,8.80149,44.33678
street_level,Espinho,41.00726,-8.64239,7.91334,2.57843,0.0,999.66564,-0.41278,0.01494,-3.69851,30.85447,-0.27698,2.52037,46.14012
street_level,Espinho,41.00485,-8.64372,13.60778,1.78744,0.00838,996.66979,0.17754,0.0,-0.71542,60.89745,-5.0795,26.80845,9.15847
street_level,Espinho,41.01109,-8.63646,13.56286,3.60996,0.01357,1006.04341,0.27825,0.00088,3.61035,45.11418,-1.94636,0.0,11.00196
underground,Matosinhos,41.17374,-8.68397,17.9789,67.28214,0.46633,1003.33462,-0.61743,0.13861,-3.6636,29.93578,11.96985,85.21335,118.32455
street_level,Vila nova de Gaia,41.13319,-8.61803,9.22485,8.28247,0.0,1002.04114,0.30998,0.01972,8.72952,25.74033,-2.57493,0.0,69.76192
street_level,Matosinhos,41.17526,-8.68814,5.05156,0.0,0.0,1006.19315,-0.36022,0.0,0.1269,51.74298,3.1829,0.0,3.0
street_level,Porto,41.14652,-8.58291,9.96628,3.84726,0.0014,997.68034,-0.14618,0.01986,2.19803,25.22373,4.27505,0.0,44.20152
street_level,Maia,41.20405,-8.55878,10.20445,4.374,0.00379,1002.63208,0.32019,0.00364,-0.34298,63.73659,-2.86372,0.0,3.78475
street_level,Vila nova de Gaia,41.11758,-8.60644,16.74402,8.33578,0.0128,1003.08939,-0.29378,0.0,2.9176,31.22185,0.58591,0.0,17.14369
street_level,Vila nova de Gaia,41.13292,-8.61152,13.27786,0.0,0.0,1010.12325,0.13456,0.0,-2.21673,38.66658,-5.59971,4.78798,38.47146
street_level,Vila nova de Gaia,41.12204,-8.61262,12.58423,1.08784,0.0,1010.29586,-0.09412,0.00273,0.31566,53.33494,-1.48358,3.01863,3.0
above,Porto,41.14685,-8.58275,47.84834,80.30942,0.00695,1003.26457,1.35578,0.33816,13.91754,41.50137,-4.86416,0.0,11.75707
street_level,Maia,41.20348,-8.55909,6.5321,0.0,0.0,994.69263,-0.07718,0.0,-1.76269,56.33235,0.63329,0.0,3.0
above,Matosinhos,41.17266,-8.68078,50.67606,82.16027,0.0,1002.53402,1.19283,0.31956,8.36253,12.88397,-10.76597,82.33441,68.7956
underground,Vila nova de Gaia,41.12447,-8.60586,45.47678,98.64579,0.0,1006.64377,-0.40452,0.04746,-4.46423,34.88039,-75.63095,284.98626,3.68192
street_level,Matosinhos,41.1728,-8.6884,10.05216,8.66311,0.00772,997.85584,-0.34043,0.0,-1.21168,32.48281,1.47092,17.95075,9.49061
underground,Espinho,41.00767,-8.64414,24.59286,43.33682,0.0,1008.0391,-0.46063,0.0083,-3.33258,51.01971,-65.8257,357.56426,3.0
above,Arouca,40.9294,-8.24661,60.28482,84.12479,0.0,1007.3996,0.86929,0.0,-0.81325,38.50223,10.76236,131.1244,92.30312
street_level,Oeiras,38.70394,-9.2287,6.02085,0.0,0.0,1000.73329,-0.21942,0.0,0.67546,52.2106,-2.25397,0.0,13.37731
underground,Matosinhos,41.17403,-8.6874,53.50699,42.5758,0.24777,1002.64288,-0.54078,0.1669,-6.3196,27.32569,25.39298,26.73297,70.74255
underground,Oeiras,38.72459,-9.23742,14.33633,114.77105,0.34379,1005.47485,-0.61477,0.1353,-5.59309,30.80897,-13.05494,106.1906,101.70595
street_level,Oeiras,38.69739,-9.2837,16.42352,0.0,0.0,1009.99365,0.13977,0.0,0.51395,46.92059,-2.80837,0.0,3.0
above,Maia,41.20392,-8.55868,37.96859,85.35948,0.02703,1005.8839,0.62485,0.30696,9.00083,53.34882,10.56326,255.42369,168.48222
above,Arouca,40.93107,-8.24547,43.08647,87.02311,0.02146,1002.97214,1.58138,0.25382,12.45793,39.75549,-15.08563,161.17141,39.09825
above,Matosinhos,41.17422,-8.68433,34.16079,82.64625,0.0,1002.66624,1.1239,0.22223,9.97904,33.91462,-9.65679,140.80259,21.39685
underground,Vila nova de Gaia,41.13641,-8.61166,24.25335,89.97943,0.33025,1004.44631,-0.65441,0.08644,-4.98736,31.8152,3.08077,48.91069,46.90183
street_level,Espinho,41.00797,-8.64226,7.3355,12.21,0.0,996.71135,0.02637,0.00597,-1.37885,44.17446,1.79601,2.24581,3.0
street_level,Arouca,40.93182,-8.2472,9.02452,20.2038,0.0131,1007.01254,0.80636,0.0,2.49327,26.09186,2.90298,24.65518,78.73526
street_level,Espinho,41.00381,-8.63845,6.96567,0.0,0.0,1001.24399,0.06305,0.00559,-0.2435,52.84887,3.49356,17.15578,37.25745
underground,Vila nova de Gaia,41.12468,-8.62128,18.63851,65.40681,0.05747,1005.657,-0.59604,0.20061,-5.09819,32.67165,-3.40298,96.20295,112.26405
underground,Espinho,41.00391,-8.64239,35.38718,83.54023,0.3113,1008.72727,-0.44061,0.02298,-1.8961,37.7505,-48.01651,219.22599,3.0
underground,Oeiras,38.69583,-9.29109,58.16038,41.12906,0.13867,1001.21716,-0.49265,0.14239,-5.50675,33.82625,20.33894,111.65141,79.66837
street_level,Vila nova de Gaia,41.11927,-8.60607,12.16068,1.90509,0.0,1002.29937,0.0174,0.00484,-2.7446,35.56024,-8.81587,0.0,22.98069
above,Porto,41.14239,-8.61773,63.3497,86.06978,0.0,1007.32952,0.07149,0.07034,9.71118,47.15703,1.97564,224.67753,156.56148
street_level,Porto,41.16592,-8.6204,18.17482,5.0178,0.0,1006.16642,0.17118,0.0308,2.52602,45.22785,-4.7539,0.0,36.52579
underground,Vila nova de Gaia,41.12632,-8.61328,36.83252,96.88882,0.50542,1002.80884,-0.55869,0.05824,-4.98958,20.38199,4.37079,217.74693,177.77015
underground,Porto,41.16264,-8.6459,17.28867,91.41468,0.64409,1000.3425,-0.6066,0.133,-5.84867,15.17808,32.03996,85.24697,16.81348
street_level,Maia,41.20288,-8.5578,4.86552,5.40576,0.01359,1013.98439,0.6987,0.0,3.77102,42.72859,-3.31445,19.20317,68.23374
street_level,Arouca,40.92991,-8.2481,7.91678,8.3671,0.0,1006.79686,0.41833,0.0,1.69226,53.28379,-0.76044,0.0,38.50073
street_level,Arouca,40.92914,-8.24795,18.11902,0.31794,0.03976,1009.61169,0.13291,0.0,-0.65165,38.0278,-4.59793,0.0,14.57937
underground,Matosinhos,41.17287,-8.68843,32.33911,106.8224,0.32413,1005.09549,-0.73569,0.13622,-5.26157,22.63121,-1.61217,124.39801,110.66689
above,Vila nova de Gaia,41.13269,-8.61352,44.04854,81.1631,0.01285,1001.46808,1.95397,0.21334,8.5962,38.96673,2.68383,107.7198,77.14372
street_level,Matosinhos,41.1751,-8.68906,11.66817,9.09437,0.0,1005.49106,0.1493,0.00142,1.76129,20.11135,4.97326,0.0,27.03563
underground,Arouca,40.93173,-8.24706,27.41257,30.85307,0.35296,1007.8687,-0.47339,0.01869,-4.26077,57.02934,-98.28602,369.54222,14.81482
street_level,Maia,41.20229,-8.55969,6.31601,0.0,0.0,1004.32774,0.07217,0.00019,-2.1488,62.17889,-1.96955,0.0,22.61561
street_level,Maia,41.20179,-8.55785,15.66898,0.0,0.0,1005.33294,0.04009,0.0,1.16692,47.12222,1.02906,28.96154,3.0
underground,Matosinhos,41.17213,-8.68012,40.49846,40.81145,0.53883,1006.21012,-0.57031,0.20739,-6.26994,22.50344,14.49322,100.00235,119.88523
underground,Arouca,40.92986,-8.24626,31.79131,45.62197,0.13435,1005.31932,-0.35012,0.0,-3.08029,51.48785,-80.77302,181.73712,28.51241
street_level,Espinho,41.00843,-8.63787,15.01232,0.0,0.0,1009.57689,0.16596,0.0,2.21195,37.37999,-0.22644,0.0,3.0
street_level,Porto,41.14262,-8.61394,4.56885,0.0,0.0,996.92449,0.44134,0.0,1.64388,65.70897,-3.48825,0.0,22.46067
street_level,Porto,41.15822,-8.63059,14.7632,3.44975,0.0,1008.07835,-0.08922,0.0,-1.1406,48.43368,-4.47964,11.29444,12.17277
street_level,Maia,41.20294,-8.55771,10.06204,0.07628,0.0,1005.5375,0.45863,0.0,4.19987,43.44514,-2.05165,0.0,53.36664
underground,Matosinhos,41.16761,-8.68878,49.27889,43.25519,0.19483,1004.0755,-0.57818,0.08691,-5.36156,45.75442,34.26692,119.46336,152.20381
street_level,Matosinhos,41.17564,-8.68074,8.08204,4.37141,0.01697,1007.28316,0.7674,0.0,2.33201,36.90617,3.6415,18.25767,75.32391
street_level,Vila nova de Gaia,41.13002,-8.61678,14.34829,3.9594,0.0191,1007.25894,-0.29113,0.00108,0.86887,22.67497,-5.3724,0.0,3.0
street_level,Oeiras,38.68959,-9.31787,12.79,2.50085,0.0,1011.02431,0.06125,0.0,-0.66447,46.62574,-6.49859,0.0,3.41547
street_level,Maia,41.20218,-8.55932,14.89172,0.0,0.00028,1001.54628,-0.08888,0.01031,-6.59583,54.05128,-0.41483,0.0,3.0
above,Porto,41.14937,-8.62556,48.84727,86.27669,0.00792,1007.83794,0.48586,0.02358,1.83376,54.0917,16.71756,266.46995,110.20167
underground,Vila nova de Gaia,41.12536,-8.60793,49.93822,8.78894,0.28986,1003.98507,-0.54968,0.22229,-4.7698,41.09033,21.39954,12.28486,204.34384
underground,Matosinhos,41.17316,-8.68816,38.4071,92.70686,0.44235,1005.82166,-0.50379,0.16717,-5.02134,23.25251,17.82165,16.7173,115.66786
street_level,Oeiras,38.69876,-9.27705,16.36379,0.0,0.0,998.42892,0.36531,0.01238,2.9101,35.66565,-2.40619,20.24652,3.40867
underground,Porto,41.15974,-8.64013,28.08232,13.35974,0.00512,1004.64742,-0.52295,0.15594,-5.98673,23.21864,12.54324,77.15342,96.84797
street_level,Oeiras,38.71357,-9.24028,12.54697,0.26101,0.0,999.39269,-0.0921,0.00098,-2.08353,30.99831,6.63125,32.75348,3.0
street_level,Oeiras,38.70058,-9.23071,16.57827,0.0,0.0,1004.4025,0.38951,0.0,5.75625,28.48099,-4.60403,0.0,5.94872
street_level,Vila nova de Gaia,41.11553,-8.60638,15.33988,1.127,0.04148,1005.41772,-0.27153,0.0,3.67254,31.52421,-1.33467,19.76174,22.76083
underground,Espinho,41.00721,-8.63699,17.4769,106.68191,0.55901,1003.00308,-0.5575,0.14304,-3.66364,22.26694,4.9079,0.0,170.39744
street_level,Arouca,40.92923,-8.24656,17.00199,0.0,0.0,997.47886,-0.30779,0.0,0.63345,16.60363,1.66328,0.0,11.93995
street_level,Espinho,41.0076,-8.64396,12.28973,2.0365,0.02087,1001.55466,0.92826,0.0,1.39614,36.8969,-4.72891,0.0,29.34006
street_level,Porto,41.14867,-8.67528,3.69261,0.0,0.00051,998.49448,0.02967,0.0,-1.09661,44.36964,2.87872,0.0,8.60119
street_level,Matosinhos,41.16754,-8.68859,10.00228,0.0,0.0,994.88664,-0.16708,0.01607,-1.44159,61.9713,4.53796,0.0,27.65789
street_level,Maia,41.20313,-8.55926,14.20055,0.00214,0.00099,998.11289,0.14838,0.00545,-2.07937,8.43158,7.47763,0.0,6.64307
underground,Arouca,40.93003,-8.24547,30.57004,74.04707,0.0,1005.07419,-0.54936,0.07964,-4.12751,41.13175,-82.18175,241.99509,3.0
underground,Espinho,41.00373,-8.64143,40.99642,50.83222,0.13917,1003.98346,-0.5901,0.13092,-5.46037,33.32493,39.0983,71.01913,124.12742
above,Espinho,41.01148,-8.63897,47.52432,81.92532,0.0,1005.84245,1.53504,0.16417,10.38697,31.12659,-3.5954,24.89637,3.0
underground,Oeiras,38.69154,-9.31195,34.53738,99.83317,0.7345,1005.2146,-0.56623,0.12497,-5.86887,29.70599,-34.47625,245.18782,7.84048
street_level,Vila nova de Gaia,41.11915,-8.6062,10.32903,6.06505,0.01053,1000.36994,0.19323,0.0092,-1.82307,57.00731,-1.00503,0.0,30.99667
street_level,Arouca,40.93078,-8.2477,1.9503,0.0,0.00542,996.72633,-0.09186,0.00787,-0.46518,42.57496,2.60727,8.65017,3.0
underground,Vila nova de Gaia,41.12289,-8.60963,28.28328,61.04693,0.0,1005.18991,-0.2785,0.01062,-4.70836,49.45493,-68.22075,397.4848,83.9715
street_level,Matosinhos,41.17713,-8.68248,11.65463,0.0,0.0,1009.32793,-0.04875,0.0,1.2287,30.3514,-0.13728,21.04197,3.0
street_level,Arouca,40.93187,-8.24686,9.90287,2.79918,0.00885,1008.16425,-0.12859,0.03384,-2.82619,30.07685,-0.48501,0.0,3.0
underground,Matosinhos,41.17381,-8.68927,30.69549,87.13327,0.35484,1004.04606,-0.51155,0.26375,-5.38684,29.13117,14.72988,96.43202,80.49131
street_level,Vila nova de Gaia,41.13882,-8.61018,15.51913,8.61895,0.02308,1005.86595,0.66124,0.01274,-0.17568,31.3398,-1.06937,0.0,3.0
street_level,Arouca,40.93099,-8.24707,10.44446,0.0,0.0,998.28331,0.08712,0.0,2.32798,47.39339,-1.50312,0.0,33.04131
street_level,Espinho,41.0067,-8.64402,14.85257,0.0,0.0,1001.05806,0.08293,0.0,-2.6435,36.49631,-5.84337,0.0,3.0
underground,Espinho,41.01182,-8.64286,31.05323,108.46562,0.35291,1003.49613,-0.75129,0.10422,-5.6168,17.07447,8.59447,160.25134,81.23918
street_level,Maia,41.20253,-8.5585,2.79699,8.3362,0.05116,1008.76346,0.47604,0.00715,6.876,22.43947,4.98665,0.0,59.93248
above,Arouca,40.92928,-8.24802,71.96753,87.55117,0.0,1006.25844,1.00954,0.0,1.78659,46.09561,10.82954,295.10645,140.20499
underground,Maia,41.20216,-8.55854,46.52446,71.04956,0.44073,1004.33151,-0.65883,0.1825,-4.54541,45.46191,76.51189,85.80263,160.15762
above,Porto,41.16328,-8.5833,42.46662,84.99382,0.0056,1003.82529,0.83674,0.13587,6.38233,16.41998,-3.74162,90.16553,13.46623
street_level,Vila nova de Gaia,41.12794,-8.61213,9.17716,12.11775,0.0,1000.51232,0.45419,0.00922,5.57108,30.63572,-1.5977,11.16719,56.94633
underground,Espinho,41.00723,-8.63711,42.62653,39.72447,0.42056,1003.44365,-0.58767,0.19634,-5.04674,31.51971,42.53816,127.9641,133.72218
street_level,Porto,41.16159,-8.6129,13.8022,0.0,0.0,999.65263,0.53055,0.0,-3.95301,34.80238,-2.13296,5.96463,3.0
underground,Maia,41.20334,-8.55917,29.57096,90.47881,0.0,1004.68987,-0.23318,0.0,-2.94609,44.49541,-15.82089,325.29717,3.0
underground,Vila nova de Gaia,41.12407,-8.61379,33.54723,16.92802,0.0,1006.07624,-0.37423,0.0,-4.23939,46.50852,-16.11495,333.11422,121.95917
street_level,Arouca,40.93188,-8.24682,14.35973,15.28313,0.0,1007.3166,0.80446,0.02637,3.13519,41.7263,-1.28189,9.40061,57.10378
street_level,Vila nova de Gaia,41.12711,-8.61121,9.05861,0.59671,0.00026,999.86018,0.07194,0.01437,0.96181,52.99907,-2.66746,0.0,10.95459
street_level,Arouca,40.93053,-8.24344,14.30215,0.0,0.00021,1012.71482,0.10023,0.00238,-1.33714,37.96949,-0.92825,9.57881,3.0
above,Matosinhos,41.16816,-8.68805,45.79295,70.35117,0.0,1005.27208,1.76405,0.21737,14.78518,42.7166,-9.69739,195.366,75.37592
underground,Arouca,40.93192,-8.24725,23.57942,66.61517,0.0,1005.50912,-0.64397,0.1779,-3.50284,44.14489,-31.26843,616.8147,3.0
street_level,Arouca,40.93195,-8.24569,13.4212,0.0,0.03169,1003.70749,-0.4113,0.0,0.07982,19.95337,5.76472,0.0,39.76571
underground,Matosinhos,41.17252,-8.68105,24.17943,55.92559,0.17926,1002.51283,-0.5735,0.16728,-6.32191,45.33471,-5.57518,0.0,126.06997
underground,Matosinhos,41.16727,-8.68825,25.98121,72.00759,0.30057,1004.74595,-0.67728,0.08047,-5.23247,17.93711,37.6698,0.0,102.15226
above,Espinho,41.00976,-8.64417,56.67531,86.89474,0.0147,1004.17126,0.19623,0.04194,5.55237,45.65703,16.23876,253.50855,99.6784
street_level,Oeiras,38.6912,-9.30882,6.71385,0.0,0.0,1001.28273,0.13364,0.01255,2.1911,62.67907,2.44054,10.24708,22.42133
street_level,Vila nova de Gaia,41.12604,-8.60564,10.3943,0.0,0.00384,1010.99212,-0.15479,0.0,2.90663,44.16711,0.58404,0.0,3.0
above,Arouca,40.93129,-8.24566,70.55206,85.02155,0.01297,1006.47256,0.43197,0.0,9.22454,42.80353,4.91927,219.39312,68.23187
street_level,Espinho,41.01054,-8.64279,14.82544,0.0,0.00883,1013.27251,0.03066,0.01091,0.14977,32.23376,-3.08271,0.0,17.9541
street_level,Espinho,41.00591,-8.64316,15.84147,3.33798,0.0,1017.75713,0.09894,0.00478,2.00389,24.55208,-5.33798,0.0,27.60228
street_level,Vila nova de Gaia,41.13588,-8.61167,10.3078,0.0,0.0,1004.36138,0.03681,0.02082,0.13977,19.66827,-4.59143,32.33762,3.0
above,Espinho,41.01117,-8.63828,53.13352,80.43481,0.00134,1003.37652,1.05179,0.14533,13.38901,33.3543,-8.61988,176.71231,31.58199
street_level,Arouca,40.92941,-8.24643,1.43223,7.93634,0.00058,1006.9519,1.08619,0.01084,7.63324,35.96513,4.72582,0.9868,88.00582
street_level,Porto,41.15362,-8.61021,9.18737,0.0,0.0,1004.38901,-0.10928,0.00681,1.48521,55.41612,-2.71916,4.38017,4.43272
underground,Maia,41.20216,-8.55863,36.56399,49.11965,0.2914,1003.78076,-0.55419,0.1147,-3.99456,30.96665,12.97023,195.92295,79.71461
above,Matosinhos,41.17507,-8.68105,55.84328,84.32391,0.01464,1004.69408,1.2806,0.18676,16.94856,32.23612,-5.41751,50.49258,42.03347
underground,Porto,41.15822,-8.6791,22.60449,31.38347,0.0,1006.52612,-0.54245,0.0,-4.01018,38.82327,-54.09045,363.58333,22.00781
underground,Oeiras,38.6967,-9.29325,39.38659,78.88972,0.0,1007.10722,-0.30904,0.0,-1.49448,27.57696,-40.48715,413.9453,25.70098
street_level,Maia,41.2021,-8.55867,12.25095,0.21334,0.0,1000.26264,-0.01617,0.0,-1.36465,16.08722,7.24733,0.0,8.57739
street_level,Arouca,40.9292,-8.24638,13.33015,3.00938,0.004,1006.0031,-0.41891,0.0,-1.77497,37.59682,-3.93683,0.0,3.0
street_level,Arouca,40.93045,-8.24454,17.18735,2.55049,0.0045,1010.97285,0.16746,0.0,0.27096,56.14661,-5.81588,34.28991,28.33909
street_level,Porto,41.15124,-8.63969,18.63339,0.0,0.01972,997.16377,0.03307,0.0,-0.84458,54.99357,-5.93061,0.0,16.1181
underground,Maia,41.20394,-8.55905,29.00323,89.53364,0.39623,1001.4354,-0.69923,0.22984,-5.29255,31.9595,2.6542,84.06065,123.65948
underground,Maia,41.20382,-8.55893,42.63529,74.95374,0.40706,1007.15483,-0.5089,0.21718,-4.87938,26.35302,1.88039,0.06548,31.2744
street_level,Vila nova de Gaia,41.12806,-8.61816,13.97121,2.35009,0.0,1004.29517,0.02185,0.0,-0.37441,44.50124,-10.28276,29.42673,8.09007
underground,Vila nova de Gaia,41.12827,-8.61234,43.86202,56.32105,0.47517,1000.9294,-0.43805,0.17297,-5.93408,34.59378,3.84975,249.48654,128.50641
underground,Espinho,41.00477,-8.6434,32.87822,76.00805,0.0,1004.14292,-0.34158,0.0,-3.87698,58.638,-41.66113,274.6259,3.0
above,Porto,41.15216,-8.6775,46.08251,74.47333,0.01889,1002.67691,1.30135,0.17282,10.56267,30.94177,4.96664,85.86987,81.55858
underground,Porto,41.15365,-8.59105,44.97554,24.64643,0.49378,1003.6226,-0.59714,0.14913,-5.10039,27.38878,-12.8826,220.11239,190.91662
underground,Matosinhos,41.17256,-8.68134,37.82911,14.65666,0.01852,1004.66949,-0.52675,0.17115,-4.64631,33.83973,-10.75939,354.72218,87.6027
street_level,Maia,41.20202,-8.55761,7.84897,8.46376,0.00278,997.36322,-0.3738,0.0,-4.29765,28.29381,1.64587,9.52657,17.25604
street_level,Maia,41.204,-8.55883,13.16349,0.0,0.0,1006.34455,-0.34692,0.01558,-3.39873,29.89578,6.26467,0.0,3.0
above,Maia,41.20216,-8.55942,61.15479,84.95044,0.00282,1003.41323,1.10392,0.16757,7.96525,25.85198,-22.89025,169.04814,12.09451
street_level,Arouca,40.92968,-8.24875,11.94862,4.07242,0.0,1007.6045,-0.08454,0.0,0.6785,38.41009,-7.6951,14.82003,3.0
underground,Oeiras,38.71338,-9.2379,16.42565,91.77581,0.06761,1006.4865,-0.42003,0.1269,-3.57563,53.6948,-32.77422,292.12931,3.0
street_level,Porto,41.14922,-8.6375,10.29258,1.44422,0.0,1000.62506,-0.08853,0.0,-0.97146,24.68168,2.21593,0.65941,3.0
underground,Matosinhos,41.17438,-8.68433,41.72774,87.2982,0.0,1005.22564,-0.46741,0.03002,-3.70753,35.70598,-13.47542,479.49902,102.35373
street_level,Oeiras,38.68486,-9.31369,5.53727,6.72674,0.00573,999.51824,0.76317,0.0,8.12477,41.28392,6.64806,12.02233,55.05146
street_level,Maia,41.2021,-8.55818,14.62559,3.7055,0.02505,1009.40203,0.25084,0.0,-0.84166,50.79487,-6.84264,0.0,30.72858
street_level,Oeiras,38.70573,-9.22729,17.87235,7.53138,0.02503,1002.33505,-0.3018,0.01266,3.65078,52.44886,-3.38747,0.0,13.3359
street_level,Arouca,40.93121,-8.24622,13.87658,0.0,0.01579,1006.74428,-0.09119,0.00442,-3.31476,38.04744,-1.01616,7.89907,3.0
above,Porto,41.16333,-8.58167,41.95268,80.75959,0.00416,1002.77062,1.48065,0.15834,10.92831,33.22183,5.43978,125.6013,76.141
street_level,Matosinhos,41.16764,-8.6881,8.11362,5.544,0.0,991.9798,0.15272,0.00039,-1.14865,50.66939,1.14283,0.0,13.55558
above,Espinho,41.01189,-8.63994,32.26079,79.58653,9e-05,1003.56482,1.6326,0.17196,11.2492,40.91778,-5.062,171.79324,32.14318
underground,Matosinhos,41.16795,-8.68848,52.38019,47.72657,0.26119,1003.37728,-0.5205,0.16995,-5.94674,39.52294,51.48419,178.53919,133.12416
street_level,Oeiras,38.71591,-9.23784,14.22523,6.54972,0.01274,1002.70143,-0.16013,0.0,-2.28051,25.01933,2.48633,0.0,18.67773
street_level,Oeiras,38.68518,-9.32078,10.50511,0.0,0.04542,1007.63697,0.00126,0.0,0.5059,38.17209,-6.15101,11.9045,3.0
underground,Espinho,41.00839,-8.63817,29.63674,73.9365,0.36859,1003.51596,-0.7576,0.11725,-4.69548,31.90116,-23.18747,0.0,79.98466
street_level,Oeiras,38.69118,-9.31063,16.84537,4.83525,0.0,1002.47103,-0.08017,0.0,0.46131,29.91547,0.83749,2.01854,3.0
street_level,Oeiras,38.6995,-9.30047,4.34558,8.0419,0.01444,1004.10778,0.48598,0.0,3.80035,41.66476,-3.30203,22.32165,48.69313
underground,Matosinhos,41.17202,-8.6784,27.25422,93.25629,0.0,1004.35088,-0.51056,0.06439,-3.93759,43.62524,-49.60215,353.10617,66.92879
